participant_id,signup_date,acquisition_channel,country,age,gender,device_type,last_activity_date,account_status
P101536,2024-09-08 19:20:39,Partner Program,Poland,27,Male,Desktop,2024-12-02 15:09:24.252261,churned
P100784,2024-09-08 20:06:31,Social Media,Germany,47,Female,Mobile,2025-05-10 11:17:00.791259,at_risk
P100592,2024-09-08 20:08:38,Social Media,Germany,34,Female,Mobile,,never_activated
P100015,2024-09-09 16:35:22,Paid Ads,Portugal,54,Female,Desktop,,never_activated
P101966,2024-09-10 00:15:01,Organic Search,Italy,45,Male,Desktop,,never_activated
P102112,2024-09-10 00:26:17,Social Media,United States,23,Male,Mobile,,never_activated
P101000,2024-09-10 03:37:06,Paid Ads,Greece,18,Female,Mobile,,never_activated
P100049,2024-09-10 03:57:36,Organic Search,Poland,46,Female,Mobile,,never_activated
P100620,2024-09-10 06:48:39,Referral,United Kingdom,39,Female,Mobile,,never_activated
P101239,2024-09-10 10:52:49,Organic Search,Mexico,30,Male,Mobile,2024-10-27 02:57:24.890824,churned
P101807,2024-09-10 11:36:38,Organic Search,Canada,20,Male,Mobile,,never_activated
P102237,2024-09-10 13:18:42,Organic Search,South Africa,50,Female,Mobile,,never_activated
P100689,2024-09-11 03:09:09,Organic Search,Portugal,38,Male,Desktop,,never_activated
P101097,2024-09-11 03:25:06,Referral,Netherlands,49,Male,Desktop,,never_activated
P102879,2024-09-11 05:13:50,Organic Search,Germany,32,Male,Desktop,2025-02-06 20:46:13.775568,churned
P100117,2024-09-11 05:31:14,Organic Search,Australia,31,Female,Mobile,2024-11-09 05:11:03.816411,churned
P101980,2024-09-11 06:14:59,Referral,Spain,18,Female,Mobile,2024-10-11 01:03:50.229535,churned
P100668,2024-09-11 12:43:58,Referral,Poland,40,Female,Desktop,,never_activated
P100167,2024-09-11 22:53:29,Organic Search,Spain,26,Male,Mobile,,never_activated
P102138,2024-09-12 01:22:02,Organic Search,Italy,20,Female,Desktop,,never_activated
P101897,2024-09-12 19:45:38,Referral,United States,49,Non-binary,Mobile,,never_activated
P100493,2024-09-12 22:26:04,Paid Ads,Germany,23,Male,Desktop,2024-10-10 08:55:09.076824,churned
P102799,2024-09-13 07:39:54,Partner Program,United States,21,Male,Mobile,,never_activated
P102852,2024-09-14 05:47:16,Referral,Poland,45,Female,Tablet,,never_activated
P100855,2024-09-14 08:37:07,Partner Program,Portugal,33,Male,Mobile,,never_activated
P101600,2024-09-14 11:21:14,Referral,Germany,18,Female,Mobile,,never_activated
P100598,2024-09-15 16:59:29,Referral,Australia,42,Female,Desktop,,never_activated
P100234,2024-09-16 03:59:47,Referral,Italy,35,Male,Mobile,,never_activated
P102960,2024-09-16 04:18:24,Referral,United States,28,Female,Desktop,2024-10-09 17:00:12.611403,churned
P101737,2024-09-16 04:35:55,Organic Search,Australia,20,Prefer not to say,Mobile,2024-10-15 18:49:01.687178,churned
P102447,2024-09-16 05:49:37,Organic Search,South Africa,44,Male,Mobile,,never_activated
P100368,2024-09-17 07:01:47,Paid Ads,United Kingdom,25,Male,Desktop,,never_activated
P102787,2024-09-17 07:43:49,Organic Search,United States,31,Male,Mobile,,never_activated
P101514,2024-09-17 08:33:11,Referral,Australia,18,Male,Mobile,2025-02-04 00:33:33.385242,churned
P102289,2024-09-17 10:22:13,Organic Search,Portugal,31,Male,Mobile,,never_activated
P102742,2024-09-17 10:28:26,Organic Search,Canada,33,Non-binary,Desktop,,never_activated
P100057,2024-09-17 19:48:11,Partner Program,United Kingdom,29,Male,Mobile,2024-12-03 08:11:48.472250,churned
P100071,2024-09-18 08:21:49,Partner Program,South Africa,18,Male,Mobile,,never_activated
P101847,2024-09-18 17:25:12,Organic Search,Poland,52,Male,Desktop,2024-12-16 21:28:12.847321,churned
P102030,2024-09-18 18:25:23,Organic Search,United Kingdom,40,Female,Desktop,2024-11-15 14:21:44.467844,churned
P101295,2024-09-19 03:23:25,Paid Ads,South Africa,18,Male,Desktop,2025-06-15 16:47:41.272075,active
P100026,2024-09-19 07:14:09,Organic Search,United Kingdom,35,Male,Desktop,2024-10-20 18:06:21.732929,churned
P102504,2024-09-19 09:57:33,Organic Search,South Africa,18,Non-binary,Mobile,2024-10-13 10:43:25.877486,churned
P102673,2024-09-19 10:59:23,Organic Search,Canada,40,Female,Mobile,2024-11-16 05:20:32.282809,churned
P101336,2024-09-19 12:18:51,Referral,United Kingdom,27,Female,Mobile,2024-10-15 10:04:44.473317,churned
P101438,2024-09-20 05:17:33,Partner Program,Poland,32,Male,Mobile,,never_activated
P102465,2024-09-20 05:26:12,Organic Search,Germany,39,Male,Desktop,,never_activated
P101626,2024-09-20 07:36:45,Partner Program,United States,28,Female,Mobile,,never_activated
P100728,2024-09-20 07:46:58,Paid Ads,Poland,43,Male,Mobile,,never_activated
P101256,2024-09-20 11:26:38,Referral,United Kingdom,47,Female,Mobile,,never_activated
P102066,2024-09-20 18:11:37,Social Media,Ireland,38,Female,Desktop,2025-01-15 19:05:55.579005,churned
P102111,2024-09-20 22:36:35,Organic Search,United Kingdom,41,Female,Tablet,2024-11-18 01:36:18.289752,churned
P102092,2024-09-21 00:14:53,Organic Search,United Kingdom,41,Male,Desktop,2024-10-24 18:12:39.793324,churned
P101905,2024-09-21 04:09:57,Partner Program,United States,34,Female,Mobile,,never_activated
P102491,2024-09-21 18:10:25,Referral,United Kingdom,34,Female,Mobile,2024-10-24 03:34:04.845145,churned
P102072,2024-09-22 02:06:41,Referral,Mexico,18,Female,Desktop,,never_activated
P100895,2024-09-22 06:34:26,Organic Search,Mexico,32,Prefer not to say,Desktop,2025-02-08 07:02:59.956389,churned
P101893,2024-09-22 15:39:16,Referral,Ireland,28,Male,Desktop,,never_activated
P100854,2024-09-22 18:43:04,Social Media,Poland,35,Male,Mobile,2025-06-29 18:45:19.299129,active
P102877,2024-09-22 23:38:12,Paid Ads,Germany,18,Male,Desktop,,never_activated
P100944,2024-09-23 08:42:29,Paid Ads,Portugal,35,Female,Mobile,,never_activated
P101410,2024-09-23 11:59:29,Referral,United States,50,Female,Mobile,,never_activated
P101820,2024-09-23 16:21:01,Referral,United Kingdom,23,Male,Desktop,,never_activated
P102882,2024-09-23 19:13:22,Organic Search,Canada,32,Male,Mobile,,never_activated
P100606,2024-09-23 20:12:42,Social Media,United States,33,Male,Desktop,2024-10-27 10:21:32.016215,churned
P102292,2024-09-23 20:29:39,Referral,United Kingdom,37,Female,Desktop,2025-02-11 05:38:12.391490,churned
P102650,2024-09-24 00:54:00,Referral,United States,27,Female,Mobile,,never_activated
P101666,2024-09-24 04:43:47,Social Media,Canada,35,Male,Mobile,,never_activated
P100900,2024-09-24 16:00:16,Social Media,Mexico,23,Prefer not to say,Desktop,,never_activated
P100621,2024-09-25 06:13:59,Organic Search,Poland,26,Female,Desktop,,never_activated
P101361,2024-09-25 07:23:47,Referral,Canada,34,Male,Mobile,,never_activated
P102779,2024-09-25 09:15:13,Social Media,United Kingdom,38,Male,Desktop,2024-11-08 12:34:02.963682,churned
P100852,2024-09-25 12:03:11,Referral,United States,28,Male,Desktop,2025-03-06 13:50:38.024849,churned
P100013,2024-09-26 00:01:52,Referral,United States,31,Prefer not to say,Desktop,2024-11-04 17:48:59.260023,churned
P102526,2024-09-26 02:10:53,Referral,Portugal,41,Non-binary,Desktop,,never_activated
P102658,2024-09-26 08:33:45,Social Media,United States,30,Male,Desktop,2024-11-24 11:27:19.422832,churned
P100642,2024-09-26 22:53:04,Social Media,United Kingdom,36,Female,Desktop,,never_activated
P101555,2024-09-26 23:21:18,Organic Search,Portugal,43,Male,Mobile,,never_activated
P100561,2024-09-27 01:35:41,Paid Ads,United Kingdom,34,Female,Mobile,,never_activated
P102181,2024-09-27 08:28:00,Referral,Poland,34,Male,Desktop,,never_activated
P101871,2024-09-27 11:01:01,Organic Search,United Kingdom,36,Non-binary,Mobile,,never_activated
P101232,2024-09-27 14:06:12,Organic Search,Spain,32,Female,Desktop,2025-02-25 22:11:30.147814,churned
P102662,2024-09-28 00:53:23,Social Media,Poland,37,Female,Mobile,2024-11-27 14:14:24.765637,churned
P100973,2024-09-28 08:00:20,Organic Search,United States,24,Male,Mobile,,never_activated
P101751,2024-09-28 08:16:33,Referral,Canada,22,Male,Mobile,,never_activated
P101458,2024-09-28 17:06:27,Referral,Portugal,55,Male,Mobile,2025-01-12 11:58:19.747721,churned
P100297,2024-09-28 22:16:41,Social Media,United Kingdom,27,Male,Mobile,2024-11-17 04:59:32.896357,churned
P101707,2024-09-29 01:48:53,Organic Search,United States,50,Female,Mobile,,never_activated
P101574,2024-09-29 19:33:31,Social Media,Spain,18,Male,Desktop,,never_activated
P101323,2024-09-30 03:51:01,Referral,Greece,26,Female,Mobile,,never_activated
P102296,2024-09-30 14:28:36,Organic Search,South Africa,38,Female,Mobile,,never_activated
P101078,2024-09-30 18:19:02,Partner Program,United Kingdom,25,Male,Desktop,2024-12-27 11:34:33.670145,churned
P102407,2024-09-30 23:48:31,Paid Ads,Poland,27,Male,Desktop,,never_activated
P101096,2024-10-01 02:06:06,Organic Search,Greece,24,Female,Desktop,,never_activated
P102856,2024-10-01 02:59:23,Social Media,United Kingdom,28,Male,Desktop,,never_activated
P101133,2024-10-01 19:33:43,Paid Ads,Mexico,36,Female,Desktop,2025-04-06 16:54:54.494792,at_risk
P101951,2024-10-01 21:22:56,Organic Search,Australia,38,Male,Mobile,,never_activated
P101215,2024-10-01 21:37:33,Social Media,United Kingdom,18,Male,Mobile,,never_activated
P100131,2024-10-02 02:54:11,Social Media,United States,28,Female,Desktop,2024-11-07 18:27:51.352651,churned
P100879,2024-10-02 06:20:00,Paid Ads,United Kingdom,37,Male,Desktop,2024-12-30 14:15:26.506499,churned
P101010,2024-10-02 09:22:56,Referral,Germany,38,Male,Tablet,2024-12-29 16:24:20.738984,churned
P102823,2024-10-02 15:10:33,Organic Search,Portugal,38,Female,Mobile,,never_activated
P100213,2024-10-03 01:25:03,Referral,Canada,26,Male,Desktop,,never_activated
P100468,2024-10-03 06:16:28,Partner Program,Portugal,30,Female,Mobile,,never_activated
P101112,2024-10-03 06:21:48,Referral,United States,18,Female,Desktop,,never_activated
P102914,2024-10-03 07:04:54,Referral,United Kingdom,31,Male,Desktop,2025-01-28 03:34:05.746353,churned
P100830,2024-10-03 14:34:55,Paid Ads,United States,21,Male,Mobile,,never_activated
P101111,2024-10-03 17:26:20,Paid Ads,Poland,26,Male,Mobile,2025-04-30 14:32:54.061118,at_risk
P101839,2024-10-03 23:55:26,Organic Search,Poland,36,Female,Mobile,,never_activated
P102741,2024-10-04 06:50:00,Organic Search,Greece,25,Male,Mobile,2025-01-01 23:41:28.807531,churned
P102574,2024-10-04 14:32:24,Referral,Portugal,27,Male,Mobile,2024-12-13 23:17:33.603340,churned
P102038,2024-10-04 20:22:04,Partner Program,United Kingdom,18,Male,Desktop,,never_activated
P102907,2024-10-04 22:25:30,Referral,United States,33,Male,Mobile,2024-10-13 18:51:52.427299,churned
P100173,2024-10-04 22:50:14,Paid Ads,Portugal,33,Male,Desktop,2024-12-03 08:34:04.575848,churned
P102174,2024-10-05 02:26:42,Social Media,South Africa,18,Female,Desktop,2024-12-11 00:51:35.388935,churned
P102470,2024-10-05 04:17:59,Social Media,South Africa,37,Female,Mobile,,never_activated
P101492,2024-10-05 06:13:14,Partner Program,United Kingdom,32,Female,Desktop,,never_activated
P101602,2024-10-05 09:16:07,Paid Ads,Germany,34,Female,Desktop,,never_activated
P101554,2024-10-05 11:57:39,Social Media,Canada,22,Prefer not to say,Mobile,,never_activated
P102727,2024-10-05 13:29:30,Paid Ads,United Kingdom,41,Female,Mobile,,never_activated
P100124,2024-10-05 19:01:38,Referral,South Africa,44,Male,Desktop,,never_activated
P100108,2024-10-06 00:34:53,Partner Program,Canada,31,Female,Mobile,2025-02-05 11:12:17.443271,churned
P102821,2024-10-06 01:36:52,Organic Search,Ireland,30,Male,Mobile,2024-12-02 00:15:13.547037,churned
P101332,2024-10-06 06:26:05,Paid Ads,Canada,32,Male,Desktop,,never_activated
P101032,2024-10-06 09:33:13,Partner Program,South Africa,34,Prefer not to say,Desktop,,never_activated
P101231,2024-10-06 10:39:06,Partner Program,Poland,18,Female,Tablet,,never_activated
P100542,2024-10-06 18:06:46,Paid Ads,Portugal,37,Female,Desktop,,never_activated
P100776,2024-10-06 22:46:12,Partner Program,Ireland,44,Female,Desktop,2025-02-17 09:48:27.405316,churned
P101094,2024-10-07 04:05:19,Organic Search,Poland,21,Male,Mobile,,never_activated
P102910,2024-10-07 06:01:13,Social Media,Spain,36,Male,Desktop,,never_activated
P101089,2024-10-07 20:52:19,Organic Search,United States,40,Female,Tablet,,never_activated
P100880,2024-10-07 20:57:56,Referral,United States,55,Male,Desktop,2024-12-12 18:18:29.430743,churned
P101608,2024-10-08 04:26:29,Organic Search,United Kingdom,47,Female,Desktop,2024-12-15 14:31:43.436852,churned
P101580,2024-10-08 12:48:41,Paid Ads,Canada,39,Male,Desktop,,never_activated
P101071,2024-10-08 14:38:52,Social Media,Portugal,18,Male,Mobile,2025-01-08 17:42:31.244162,churned
P100744,2024-10-08 18:19:42,Organic Search,Germany,30,Male,Desktop,,never_activated
P101046,2024-10-08 21:04:46,Organic Search,Italy,32,Female,Mobile,,never_activated
P102566,2024-10-08 21:59:43,Organic Search,Greece,25,Male,Desktop,,never_activated
P102981,2024-10-09 01:09:10,Paid Ads,United States,22,Female,Mobile,2024-11-09 06:38:10.855766,churned
P101635,2024-10-09 05:52:44,Social Media,Spain,29,Male,Mobile,,never_activated
P101390,2024-10-10 03:56:49,Social Media,Portugal,26,Female,Tablet,,never_activated
P100663,2024-10-10 07:02:18,Referral,Ireland,18,Male,Desktop,,never_activated
P100215,2024-10-10 09:52:09,Referral,United States,42,Male,Desktop,,never_activated
P101561,2024-10-10 11:19:05,Referral,Poland,38,Female,Tablet,2025-02-06 14:21:25.764288,churned
P101719,2024-10-11 01:41:29,Organic Search,United States,25,Male,Desktop,,never_activated
P101369,2024-10-11 01:58:55,Paid Ads,United Kingdom,18,Male,Desktop,2025-04-10 22:35:19.515166,at_risk
P100158,2024-10-11 02:06:50,Organic Search,Germany,30,Female,Desktop,2025-01-08 11:11:33.880967,churned
P101490,2024-10-11 06:29:42,Paid Ads,Portugal,21,Female,Mobile,,never_activated
P100887,2024-10-11 06:57:48,Organic Search,Poland,29,Female,Desktop,,never_activated
P101066,2024-10-11 17:06:42,Organic Search,Portugal,22,Female,Mobile,,never_activated
P102268,2024-10-11 19:52:17,Organic Search,United Kingdom,30,Male,Mobile,2024-12-22 20:32:56.464215,churned
P102076,2024-10-11 20:13:53,Social Media,United States,39,Female,Desktop,2025-02-05 13:27:32.623214,churned
P102155,2024-10-12 00:07:43,Organic Search,Netherlands,21,Female,Tablet,,never_activated
P101845,2024-10-12 02:00:35,Organic Search,Portugal,47,Male,Mobile,2024-12-15 10:10:13.885508,churned
P100585,2024-10-12 05:21:28,Referral,United Kingdom,39,Female,Mobile,,never_activated
P100151,2024-10-12 09:33:17,Organic Search,Italy,46,Female,Mobile,,never_activated
P102239,2024-10-12 22:02:15,Referral,United Kingdom,22,Female,Mobile,2024-11-04 15:15:34.099992,churned
P102851,2024-10-12 22:16:11,Organic Search,Italy,36,Female,Desktop,2024-11-17 00:34:44.622313,churned
P102223,2024-10-13 01:47:29,Organic Search,Portugal,40,Male,Desktop,2025-02-11 06:39:58.804614,churned
P100693,2024-10-13 03:27:33,Partner Program,Greece,36,Female,Tablet,2024-11-21 19:04:53.195421,churned
P101753,2024-10-13 04:57:37,Organic Search,United Kingdom,26,Male,Desktop,2025-06-01 21:25:09.153126,active
P102767,2024-10-13 06:55:18,Organic Search,United Kingdom,45,Male,Desktop,2025-01-05 16:15:07.721749,churned
P102588,2024-10-13 07:18:47,Social Media,United States,42,Male,Mobile,,never_activated
P101276,2024-10-13 12:49:02,Social Media,Poland,44,Female,Tablet,2024-12-14 12:11:07.674197,churned
P100189,2024-10-13 13:06:35,Paid Ads,Greece,37,Male,Mobile,2024-12-03 21:42:46.224420,churned
P102785,2024-10-13 13:39:16,Referral,Mexico,38,Female,Mobile,2025-02-10 13:15:50.029321,churned
P100637,2024-10-13 16:32:26,Referral,United States,28,Male,Desktop,,never_activated
P100155,2024-10-13 16:40:30,Organic Search,South Africa,20,Male,Mobile,,never_activated
P100225,2024-10-14 03:25:56,Social Media,Mexico,27,Female,Mobile,,never_activated
P101518,2024-10-14 17:14:07,Organic Search,United States,28,Male,Desktop,,never_activated
P100889,2024-10-14 19:34:13,Partner Program,Italy,24,Female,Mobile,,never_activated
P100666,2024-10-15 00:46:15,Referral,United States,18,Male,Mobile,,never_activated
P100962,2024-10-15 01:45:05,Social Media,United States,37,Male,Desktop,,never_activated
P100988,2024-10-15 06:32:56,Paid Ads,Germany,34,Male,Desktop,,never_activated
P102728,2024-10-15 12:48:17,Paid Ads,Spain,46,Male,Mobile,2025-03-07 20:15:52.181374,churned
P101887,2024-10-15 23:07:12,Referral,Poland,37,Male,Mobile,,never_activated
P102001,2024-10-16 00:24:22,Partner Program,Australia,29,Female,Desktop,,never_activated
P102810,2024-10-16 03:45:15,Paid Ads,Germany,41,Female,Desktop,2025-01-04 03:53:18.647092,churned
P100537,2024-10-16 09:08:53,Referral,Poland,29,Female,Mobile,,never_activated
P100762,2024-10-16 10:30:42,Referral,Ireland,24,Female,Desktop,,never_activated
P100329,2024-10-16 11:09:02,Paid Ads,Mexico,48,Female,Desktop,2024-12-18 04:22:47.454170,churned
P101320,2024-10-16 12:44:56,Organic Search,Australia,27,Male,Mobile,,never_activated
P101374,2024-10-16 13:34:59,Organic Search,Germany,18,Female,Mobile,2024-11-08 06:21:46.204053,churned
P102612,2024-10-16 18:59:27,Organic Search,Poland,41,Male,Tablet,,never_activated
P100319,2024-10-17 04:23:30,Organic Search,United Kingdom,31,Female,Mobile,,never_activated
P101008,2024-10-17 14:53:12,Referral,Mexico,24,Male,Mobile,2024-12-19 07:55:06.591931,churned
P101397,2024-10-17 18:01:32,Organic Search,Poland,52,Male,Mobile,,never_activated
P100105,2024-10-17 21:26:59,Paid Ads,Greece,42,Non-binary,Mobile,,never_activated
P102003,2024-10-17 22:43:08,Referral,United States,21,Male,Tablet,,never_activated
P100782,2024-10-18 02:23:17,Referral,South Africa,37,Female,Desktop,,never_activated
P102039,2024-10-18 04:21:29,Referral,Germany,19,Male,Mobile,,never_activated
P100141,2024-10-18 05:54:41,Paid Ads,United States,24,Male,Desktop,2025-01-20 17:14:18.586296,churned
P102847,2024-10-18 08:43:10,Social Media,Greece,21,Male,Desktop,,never_activated
P101855,2024-10-18 13:31:04,Social Media,United States,28,Male,Mobile,,never_activated
P100629,2024-10-19 12:50:23,Social Media,Mexico,32,Female,Desktop,2024-10-26 20:13:38.888479,churned
P100708,2024-10-20 09:27:37,Paid Ads,Germany,52,Female,Mobile,,never_activated
P101778,2024-10-20 17:16:57,Social Media,Italy,26,Female,Desktop,2024-11-27 21:20:30.783901,churned
P102280,2024-10-20 21:23:01,Organic Search,Spain,25,Female,Mobile,,never_activated
P101543,2024-10-21 02:02:51,Social Media,United States,24,Female,Desktop,,never_activated
P100681,2024-10-21 11:40:43,Partner Program,Portugal,28,Female,Tablet,2025-05-13 04:56:31.269634,at_risk
P101525,2024-10-21 13:37:32,Social Media,United States,21,Male,Desktop,2025-01-20 05:08:13.367203,churned
P102330,2024-10-21 14:43:02,Referral,Australia,23,Female,Desktop,,never_activated
P100929,2024-10-21 15:29:15,Referral,United States,30,Female,Desktop,,never_activated
P102028,2024-10-21 17:22:12,Referral,Greece,25,Male,Mobile,,never_activated
P101340,2024-10-21 21:05:10,Social Media,United States,37,Female,Desktop,2025-01-17 09:01:24.612005,churned
P100184,2024-10-21 23:19:21,Paid Ads,Italy,39,Female,Desktop,2025-01-19 18:39:17.603748,churned
P102067,2024-10-22 00:02:58,Referral,Ireland,40,Female,Desktop,2025-02-24 08:18:42.798694,churned
P101173,2024-10-22 02:36:57,Organic Search,Spain,47,Female,Tablet,,never_activated
P101129,2024-10-22 03:48:19,Organic Search,Poland,38,Male,Desktop,2024-12-09 12:57:31.590452,churned
P100044,2024-10-22 04:41:41,Partner Program,Poland,28,Female,Mobile,,never_activated
P101747,2024-10-22 11:37:30,Referral,United Kingdom,25,Male,Mobile,,never_activated
P100579,2024-10-22 12:57:26,Paid Ads,United Kingdom,45,Male,Desktop,2024-11-26 19:50:07.753510,churned
P101383,2024-10-22 13:42:26,Organic Search,United Kingdom,19,Male,Desktop,2024-11-22 07:21:27.404953,churned
P102752,2024-10-22 14:17:08,Social Media,United Kingdom,18,Female,Mobile,2024-11-17 03:35:25.985211,churned
P102793,2024-10-22 16:44:42,Paid Ads,Canada,18,Female,Tablet,2025-01-22 08:30:45.859493,churned
P102446,2024-10-22 19:11:41,Social Media,United Kingdom,19,Male,Mobile,,never_activated
P101976,2024-10-22 20:09:32,Referral,United States,25,Male,Mobile,,never_activated
P100908,2024-10-22 21:41:56,Partner Program,Canada,21,Male,Desktop,2025-01-14 01:14:17.469458,churned
P102025,2024-10-23 06:42:42,Partner Program,United Kingdom,39,Male,Mobile,2024-11-21 14:25:45.692070,churned
P102000,2024-10-23 13:19:35,Organic Search,Poland,48,Male,Desktop,,never_activated
P102190,2024-10-23 14:53:54,Referral,United Kingdom,32,Female,Desktop,2025-01-14 11:57:56.767916,churned
P101652,2024-10-24 08:48:48,Organic Search,United States,20,Male,Mobile,2025-02-10 22:17:39.250030,churned
P100975,2024-10-24 19:44:48,Social Media,United States,29,Female,Desktop,2025-04-26 07:35:17.896481,at_risk
P101812,2024-10-25 09:44:41,Organic Search,United States,22,Male,Desktop,,never_activated
P101118,2024-10-25 13:18:49,Paid Ads,South Africa,33,Female,Desktop,2025-02-21 13:51:10.684797,churned
P102940,2024-10-25 16:46:48,Organic Search,United Kingdom,38,Female,Mobile,2024-11-25 11:58:39.537366,churned
P100224,2024-10-25 22:58:42,Organic Search,Poland,29,Female,Mobile,2025-01-04 13:17:37.325626,churned
P102707,2024-10-25 23:28:43,Social Media,United Kingdom,50,Male,Desktop,,never_activated
P101144,2024-10-26 16:10:19,Organic Search,United Kingdom,29,Male,Desktop,,never_activated
P102680,2024-10-26 18:38:01,Referral,Germany,20,Female,Mobile,2024-11-25 20:40:42.411507,churned
P100638,2024-10-27 00:55:27,Organic Search,United Kingdom,28,Male,Desktop,,never_activated
P100926,2024-10-27 03:28:17,Paid Ads,United Kingdom,23,Female,Desktop,2025-01-25 06:17:37.029989,churned
P101260,2024-10-27 11:45:16,Paid Ads,Italy,39,Male,Desktop,,never_activated
P101412,2024-10-27 15:12:25,Partner Program,United Kingdom,34,Male,Mobile,,never_activated
P100911,2024-10-27 21:31:15,Partner Program,United Kingdom,28,Male,Desktop,,never_activated
P101936,2024-10-28 04:44:25,Organic Search,Portugal,41,Male,Mobile,,never_activated
P100871,2024-10-28 05:01:14,Referral,Mexico,22,Male,Desktop,2025-04-18 11:18:48.846147,at_risk
P102617,2024-10-28 05:44:19,Referral,Italy,45,Female,Desktop,2025-04-20 18:39:45.604805,at_risk
P100061,2024-10-28 16:51:50,Referral,United States,40,Female,Desktop,2024-11-28 23:52:53.643612,churned
P100309,2024-10-28 19:44:48,Social Media,United Kingdom,38,Female,Desktop,,never_activated
P102450,2024-10-28 20:15:02,Referral,Poland,34,Male,Desktop,2025-03-19 01:51:14.980486,churned
P102596,2024-10-28 23:12:01,Organic Search,Ireland,40,Female,Desktop,2025-01-07 07:03:33.885342,churned
P101219,2024-10-29 08:53:00,Paid Ads,Germany,39,Female,Mobile,2024-12-24 05:15:08.852858,churned
P102004,2024-10-29 11:16:21,Referral,United Kingdom,24,Female,Tablet,2024-11-23 11:44:54.195967,churned
P100935,2024-10-29 12:22:03,Referral,Germany,28,Male,Mobile,,never_activated
P101208,2024-10-29 13:57:38,Referral,Portugal,35,Female,Desktop,2024-11-28 07:14:31.023995,churned
P100992,2024-10-29 16:44:41,Paid Ads,Canada,38,Female,Desktop,2025-01-22 17:49:51.105326,churned
P100527,2024-10-29 17:35:44,Referral,Netherlands,39,Male,Desktop,2024-11-30 19:00:02.939918,churned
P101533,2024-10-29 22:30:06,Organic Search,Portugal,27,Female,Desktop,,never_activated
P101972,2024-10-29 23:06:08,Organic Search,Poland,28,Female,Mobile,,never_activated
P102316,2024-10-30 06:59:46,Referral,Portugal,33,Female,Mobile,2025-01-15 21:06:03.873399,churned
P101227,2024-10-30 07:12:13,Organic Search,Canada,28,Male,Mobile,,never_activated
P102375,2024-10-30 12:04:19,Referral,United Kingdom,27,Female,Mobile,,never_activated
P102958,2024-10-30 13:41:56,Organic Search,Spain,32,Male,Desktop,,never_activated
P101563,2024-10-30 14:42:55,Organic Search,Canada,32,Male,Desktop,,never_activated
P101596,2024-10-30 16:52:19,Referral,Germany,18,Non-binary,Desktop,2025-03-19 12:46:25.737073,churned
P100940,2024-10-30 21:15:24,Referral,Germany,37,Female,Desktop,,never_activated
P102771,2024-10-30 23:39:15,Organic Search,United Kingdom,27,Male,Desktop,,never_activated
P102607,2024-10-31 01:23:14,Organic Search,Canada,22,Male,Mobile,,never_activated
P100617,2024-10-31 05:19:33,Partner Program,South Africa,28,Female,Mobile,2024-11-26 03:10:58.538283,churned
P102480,2024-10-31 05:21:07,Referral,United Kingdom,25,Male,Tablet,,never_activated
P102108,2024-10-31 05:33:59,Social Media,United Kingdom,25,Male,Desktop,2025-01-03 17:12:37.693173,churned
P101358,2024-10-31 08:50:31,Referral,United States,35,Female,Desktop,,never_activated
P102285,2024-10-31 11:53:38,Social Media,Mexico,26,Male,Mobile,,never_activated
P100492,2024-10-31 18:30:29,Organic Search,Portugal,19,Male,Mobile,,never_activated
P102525,2024-11-01 00:02:33,Social Media,Poland,40,Female,Desktop,,never_activated
P102176,2024-11-01 11:10:05,Paid Ads,Canada,37,Male,Desktop,,never_activated
P100601,2024-11-01 12:20:35,Organic Search,United Kingdom,53,Male,Mobile,2025-01-13 03:15:39.431886,churned
P100149,2024-11-01 18:38:07,Partner Program,Poland,26,Male,Desktop,,never_activated
P100487,2024-11-02 00:03:23,Referral,Ireland,45,Female,Mobile,,never_activated
P100687,2024-11-02 01:08:51,Organic Search,Italy,36,Female,Mobile,2024-12-25 04:28:40.044502,churned
P102206,2024-11-02 04:32:54,Social Media,United Kingdom,24,Male,Desktop,,never_activated
P100064,2024-11-02 06:15:47,Paid Ads,United Kingdom,25,Male,Desktop,,never_activated
P100323,2024-11-02 10:06:53,Organic Search,United Kingdom,24,Female,Desktop,,never_activated
P102291,2024-11-02 10:56:45,Social Media,United States,37,Male,Desktop,2025-06-11 11:53:19.688739,active
P102567,2024-11-02 12:17:44,Organic Search,United States,44,Non-binary,Desktop,,never_activated
P102217,2024-11-02 17:56:44,Partner Program,Portugal,30,Prefer not to say,Desktop,,never_activated
P100236,2024-11-02 19:57:12,Social Media,Spain,45,Female,Desktop,,never_activated
P101999,2024-11-03 06:44:59,Referral,Italy,18,Female,Desktop,,never_activated
P100386,2024-11-03 07:33:17,Organic Search,United Kingdom,34,Male,Mobile,2025-06-29 02:52:24.198265,active
P102861,2024-11-03 07:45:59,Organic Search,United States,27,Male,Desktop,,never_activated
P100379,2024-11-03 09:16:42,Referral,United Kingdom,40,Female,Desktop,,never_activated
P100656,2024-11-03 09:58:23,Organic Search,United States,21,Prefer not to say,Desktop,,never_activated
P102897,2024-11-03 20:41:39,Referral,United Kingdom,38,Male,Desktop,,never_activated
P102868,2024-11-03 23:08:28,Referral,Mexico,18,Female,Mobile,2024-12-31 08:18:52.357108,churned
P101526,2024-11-04 03:59:49,Referral,Italy,28,Male,Mobile,,never_activated
P100669,2024-11-04 05:25:39,Paid Ads,United Kingdom,28,Female,Mobile,,never_activated
