payment_id,participant_id,submission_id,amount,payment_date,payment_type
PAY302676,P101803,SUB203030,1.74,2024-12-02 01:50:56.214442,study_reward
PAY302677,P102821,SUB203031,1.08,2024-12-02 02:15:13.547037,study_reward
PAY302678,P102669,SUB203032,1.89,2024-12-02 02:34:46.795358,study_reward
PAY302679,P100046,SUB203033,1.83,2024-12-02 02:49:05.723747,study_reward
PAY302680,P100141,SUB203035,1.92,2024-12-02 04:14:18.586296,study_reward
PAY302681,P100801,SUB203037,1.67,2024-12-02 07:21:41.704462,study_reward
PAY302682,P102868,SUB203039,1.66,2024-12-02 09:18:52.357108,study_reward
PAY302683,P101071,SUB203041,1.98,2024-12-02 11:42:31.244162,study_reward
PAY302684,P100019,SUB203042,2.82,2024-12-02 13:15:00.452941,study_reward
PAY302685,P101284,SUB203043,9.78,2024-12-02 14:07:21.003957,study_reward
PAY302686,P100926,SUB203044,1.32,2024-12-02 14:17:37.029989,study_reward
PAY302687,P101652,SUB203045,2.13,2024-12-02 14:17:39.250030,study_reward
PAY302688,P101536,SUB203046,0.86,2024-12-02 17:09:24.252261,study_reward
PAY302689,P101095,SUB203047,1.79,2024-12-02 19:04:59.871460,study_reward
PAY302690,P102640,SUB203048,5.78,2024-12-02 19:13:09.422831,study_reward
PAY302691,P100175,SUB203049,6.57,2024-12-02 20:21:41.742141,study_reward
PAY302692,P101340,SUB203050,1.74,2024-12-03 00:01:24.612005,study_reward
PAY302693,P100019,SUB203051,5.29,2024-12-03 00:15:00.452941,study_reward
PAY302694,P102108,SUB203052,5.65,2024-12-03 02:12:37.693173,study_reward
PAY302695,P101133,SUB203053,2.63,2024-12-03 03:54:54.494792,study_reward
PAY302696,P100239,,2.5,2024-12-03 04:37:37.000000,referral_bonus
PAY302697,P101109,SUB203055,2.85,2024-12-03 06:02:47.975989,study_reward
PAY302698,P100387,SUB203057,3.34,2024-12-03 06:37:10.612955,study_reward
PAY302699,P102596,SUB203058,7.8,2024-12-03 09:03:33.885342,study_reward
PAY302700,P100057,SUB203060,6.19,2024-12-03 10:11:48.472250,study_reward
PAY302701,P100173,SUB203061,5.02,2024-12-03 10:34:04.575848,study_reward
PAY302702,P102291,SUB203062,1.08,2024-12-03 11:53:19.688739,study_reward
PAY302703,P101608,SUB203063,9.78,2024-12-03 12:31:43.436852,study_reward
PAY302704,P100141,SUB203064,1.32,2024-12-03 15:14:18.586296,study_reward
PAY302705,P102362,SUB203065,3.95,2024-12-03 15:41:44.967570,study_reward
PAY302706,P100141,SUB203066,2.11,2024-12-03 16:14:18.586296,study_reward
PAY302707,P102076,SUB203067,1.75,2024-12-03 16:27:32.623214,study_reward
PAY302708,P102574,SUB203069,1.75,2024-12-03 17:17:33.603340,study_reward
PAY302709,P100329,SUB203072,2.72,2024-12-03 19:22:47.454170,study_reward
PAY302710,P102669,SUB203073,0.86,2024-12-03 19:34:46.795358,study_reward
PAY302711,P101232,SUB203075,5.45,2024-12-03 20:11:30.147814,study_reward
PAY302712,P102785,SUB203076,1.08,2024-12-03 21:15:50.029321,study_reward
PAY302713,P102229,SUB203077,10.53,2024-12-03 22:12:39.250004,study_reward
PAY302714,P101441,SUB203078,4.57,2024-12-03 22:38:05.484956,study_reward
PAY302715,P101474,SUB203079,3.95,2024-12-03 22:46:37.512746,study_reward
PAY302716,P102728,SUB203080,1.77,2024-12-03 23:15:52.181374,study_reward
PAY302717,P102537,SUB203081,2.46,2024-12-03 23:18:11.943058,study_reward
PAY302718,P102669,SUB203083,1.35,2024-12-04 01:34:46.795358,study_reward
PAY302719,P102833,SUB203084,6.11,2024-12-04 04:08:10.233362,study_reward
PAY302720,P102102,SUB203085,1.08,2024-12-04 05:29:53.581426,study_reward
PAY302721,P101071,SUB203086,2.07,2024-12-04 07:42:31.244162,study_reward
PAY302722,P102669,SUB203087,2.75,2024-12-04 08:34:46.795358,study_reward
PAY302723,P100141,SUB203088,6.19,2024-12-04 09:14:18.586296,study_reward
PAY302724,P100603,,15.0,2024-12-04 09:51:02.000000,referral_bonus
PAY302725,P101675,SUB203089,2.26,2024-12-04 10:01:01.408973,study_reward
PAY302726,P102879,SUB203090,2.12,2024-12-04 10:46:13.775568,study_reward
PAY302727,P100852,SUB203092,0.86,2024-12-04 11:50:38.024849,study_reward
PAY302728,P102291,SUB203093,5.58,2024-12-04 11:53:19.688739,study_reward
PAY302729,P102183,SUB203094,0.86,2024-12-04 15:28:41.003522,study_reward
PAY302730,P102574,SUB203095,2.43,2024-12-04 17:17:33.603340,study_reward
PAY302731,P102728,SUB203096,2.63,2024-12-04 18:15:52.181374,study_reward
PAY302732,P102067,SUB203098,3.21,2024-12-04 19:18:42.798694,study_reward
PAY302733,P101790,SUB203099,6.95,2024-12-04 19:52:07.028919,study_reward
PAY302734,P100895,SUB203100,0.86,2024-12-04 20:02:59.956389,study_reward
PAY302735,P102810,SUB203102,1.67,2024-12-04 20:53:18.647092,study_reward
PAY302736,P100102,SUB203103,1.05,2024-12-04 21:08:10.436620,study_reward
PAY302737,P100202,SUB203104,2.11,2024-12-04 23:22:20.134729,study_reward
PAY302738,P101232,SUB203105,3.87,2024-12-05 00:11:30.147814,study_reward
PAY302739,P100387,SUB203106,4.13,2024-12-05 00:37:10.612955,study_reward
PAY302740,P102298,SUB203108,1.68,2024-12-05 02:56:05.564878,study_reward
PAY302741,P101129,SUB203109,2.72,2024-12-05 03:57:31.590452,study_reward
PAY302742,P102728,SUB203110,3.87,2024-12-05 05:15:52.181374,study_reward
PAY302743,P100926,SUB203111,3.89,2024-12-05 05:17:37.029989,study_reward
PAY302744,P101608,SUB203113,1.37,2024-12-05 07:31:43.436852,study_reward
PAY302745,P101369,SUB203114,1.46,2024-12-05 09:35:19.515166,study_reward
PAY302746,P101474,SUB203115,3.47,2024-12-05 09:46:37.512746,study_reward
PAY302747,P102291,SUB203116,2.46,2024-12-05 09:53:19.688739,study_reward
PAY302748,P102298,SUB203117,1.77,2024-12-05 10:56:05.564878,study_reward
PAY302749,P102807,SUB203118,1.08,2024-12-05 11:49:17.957037,study_reward
PAY302750,P101790,SUB203119,4.57,2024-12-05 11:52:07.028919,study_reward
PAY302751,P102879,SUB203120,3.34,2024-12-05 13:46:13.775568,study_reward
PAY302752,P100269,SUB203121,3.8,2024-12-05 16:02:21.109742,study_reward
PAY302753,P100202,SUB203122,3.89,2024-12-05 16:22:20.134729,study_reward
PAY302754,P100288,SUB203123,2.13,2024-12-05 16:55:21.031799,study_reward
PAY302755,P100269,SUB203124,10.53,2024-12-05 17:02:21.109742,study_reward
PAY302756,P101651,SUB203125,0.77,2024-12-05 17:45:31.708634,study_reward
PAY302757,P102537,SUB203126,1.68,2024-12-05 18:18:11.943058,study_reward
PAY302758,P101078,SUB203127,2.54,2024-12-05 18:34:33.670145,study_reward
PAY302759,P102450,SUB203128,5.02,2024-12-05 18:51:14.980486,study_reward
PAY302760,P101601,SUB203129,9.33,2024-12-05 22:10:25.063948,study_reward
PAY302761,P100643,SUB203130,1.83,2024-12-06 02:06:12.877962,study_reward
PAY302762,P101652,SUB203132,1.28,2024-12-06 04:17:39.250030,study_reward
PAY302763,P101415,,2.5,2024-12-06 04:53:31.000000,referral_bonus
PAY302764,P100687,SUB203133,1.92,2024-12-06 06:28:40.044502,study_reward
PAY302765,P100269,SUB203134,2.31,2024-12-06 08:02:21.109742,study_reward
PAY302766,P102362,SUB203135,4.91,2024-12-06 08:41:44.967570,study_reward
PAY302767,P101675,SUB203137,5.27,2024-12-06 10:01:01.408973,study_reward
PAY302768,P100184,SUB203138,2.11,2024-12-06 10:39:17.603748,study_reward
PAY302769,P102998,SUB203139,1.11,2024-12-06 11:47:49.163777,study_reward
PAY302770,P102450,SUB203140,9.33,2024-12-06 11:51:14.980486,study_reward
PAY302771,P102496,,15.0,2024-12-06 13:28:59.000000,referral_bonus
PAY302772,P100190,SUB203141,2.08,2024-12-06 14:52:25.321987,study_reward
PAY302773,P102810,SUB203142,3.47,2024-12-06 14:53:18.647092,study_reward
PAY302774,P100908,SUB203143,5.29,2024-12-06 15:14:17.469458,study_reward
PAY302775,P100760,SUB203144,3.95,2024-12-06 15:29:02.000458,study_reward
PAY302776,P102596,SUB203145,0.5,2024-12-06 16:03:33.885342,study_reward
PAY302777,P101072,SUB203146,2.1,2024-12-06 18:41:57.327102,study_reward
PAY302778,P101596,SUB203148,5.78,2024-12-06 19:46:25.737073,study_reward
PAY302779,P101069,SUB203149,2.72,2024-12-06 20:23:47.023641,study_reward
PAY302780,P101269,SUB203150,1.23,2024-12-06 21:48:29.079483,study_reward
PAY302781,P102174,SUB203151,1.91,2024-12-06 22:51:35.388935,study_reward
PAY302782,P102596,SUB203152,2.08,2024-12-06 23:03:33.885342,study_reward
PAY302783,P102223,SUB203153,2.91,2024-12-06 23:39:58.804614,study_reward
PAY302784,P100871,SUB203154,0.85,2024-12-07 00:18:48.846147,study_reward
PAY302785,P100046,SUB203155,2.63,2024-12-07 01:49:05.723747,study_reward
PAY302786,P102832,SUB203156,4.91,2024-12-07 02:39:42.681837,study_reward
PAY302787,P101072,SUB203157,0.8,2024-12-07 02:41:57.327102,study_reward
PAY302788,P101803,SUB203158,6.05,2024-12-07 02:50:56.214442,study_reward
PAY302789,P100190,SUB203160,2.96,2024-12-07 03:52:25.321987,study_reward
PAY302790,P101835,,15.0,2024-12-07 05:40:29.000000,referral_bonus
PAY302791,P102785,SUB203161,1.46,2024-12-07 06:15:50.029321,study_reward
PAY302792,P100880,SUB203162,2.91,2024-12-07 07:18:29.430743,study_reward
PAY302793,P101850,SUB203163,1.34,2024-12-07 09:48:19.394174,study_reward
PAY302794,P100046,SUB203165,1.34,2024-12-07 12:49:05.723747,study_reward
PAY302795,P102174,SUB203166,2.1,2024-12-07 15:51:35.388935,study_reward
PAY302796,P102942,SUB203167,1.08,2024-12-07 17:12:50.970007,study_reward
PAY302797,P101071,SUB203168,2.39,2024-12-07 17:42:31.244162,study_reward
PAY302798,P102323,SUB203169,2.82,2024-12-07 19:18:29.084577,study_reward
PAY302799,P100975,SUB203170,6.57,2024-12-07 19:35:17.896481,study_reward
PAY302800,P100110,SUB203171,1.0,2024-12-07 20:20:00.863141,study_reward
PAY302801,P101503,SUB203172,1.13,2024-12-07 21:34:43.796299,study_reward
PAY302802,P101651,SUB203173,6.57,2024-12-07 21:45:31.708634,study_reward
PAY302803,P102258,SUB203174,4.13,2024-12-07 22:54:32.963582,study_reward
PAY302804,P101286,SUB203175,1.33,2024-12-07 23:02:47.784290,study_reward
PAY302805,P100253,SUB203176,1.66,2024-12-07 23:05:16.459681,study_reward
PAY302806,P101503,SUB203177,5.02,2024-12-08 00:34:43.796299,study_reward
PAY302807,P102391,SUB203178,2.46,2024-12-08 01:30:21.363214,study_reward
PAY302808,P101262,SUB203179,1.68,2024-12-08 01:35:16.844124,study_reward
PAY302809,P101850,SUB203180,2.09,2024-12-08 01:48:19.394174,study_reward
PAY302810,P101803,SUB203182,1.13,2024-12-08 05:50:56.214442,study_reward
PAY302811,P101188,SUB203183,2.96,2024-12-08 06:23:12.402576,study_reward
PAY302812,P100253,SUB203184,1.46,2024-12-08 09:05:16.459681,study_reward
PAY302813,P101847,SUB203185,2.31,2024-12-08 09:28:12.847321,study_reward
PAY302814,P100128,SUB203186,2.63,2024-12-08 10:07:26.265763,study_reward
PAY302815,P102914,SUB203187,0.64,2024-12-08 10:34:05.746353,study_reward
PAY302816,P101474,SUB203188,6.16,2024-12-08 10:46:37.512746,study_reward
PAY302817,P102793,SUB203190,0.85,2024-12-08 11:30:45.859493,study_reward
PAY302818,P101790,SUB203191,0.86,2024-12-08 11:52:07.028919,study_reward
PAY302819,P102810,SUB203192,5.29,2024-12-08 13:53:18.647092,study_reward
PAY302820,P100879,SUB203193,4.91,2024-12-08 15:15:26.506499,study_reward
PAY302821,P102715,SUB203194,10.53,2024-12-08 17:06:15.427140,study_reward
PAY302822,P101525,SUB203195,2.09,2024-12-08 19:08:13.367203,study_reward
PAY302823,P102942,SUB203196,0.91,2024-12-08 20:12:50.970007,study_reward
PAY302824,P100879,SUB203197,2.03,2024-12-08 20:15:26.506499,study_reward
PAY302825,P100593,SUB203199,2.13,2024-12-08 20:37:12.207885,study_reward
PAY302826,P102572,SUB203200,1.67,2024-12-08 20:51:14.230357,study_reward
PAY302827,P100102,SUB203201,6.67,2024-12-08 21:08:10.436620,study_reward
PAY302828,P100879,SUB203202,4.91,2024-12-08 21:15:26.506499,study_reward
PAY302829,P100180,SUB203203,3.47,2024-12-08 21:28:15.560223,study_reward
PAY302830,P101133,SUB203204,1.59,2024-12-08 21:54:54.494792,study_reward
PAY302831,P101862,SUB203206,2.56,2024-12-08 23:07:05.904687,study_reward
PAY302832,P100975,SUB203208,3.85,2024-12-09 02:35:17.896481,study_reward
PAY302833,P102105,SUB203209,2.61,2024-12-09 04:23:28.625488,study_reward
PAY302834,P102449,SUB203210,1.91,2024-12-09 05:37:20.068947,study_reward
PAY302835,P102557,SUB203211,5.45,2024-12-09 05:48:17.818998,study_reward
PAY302836,P102574,SUB203212,4.57,2024-12-09 07:17:33.603340,study_reward
PAY302837,P102879,SUB203213,3.1,2024-12-09 10:46:13.775568,study_reward
PAY302838,P101071,SUB203214,4.91,2024-12-09 11:42:31.244162,study_reward
PAY302839,P101678,SUB203216,1.23,2024-12-09 12:03:53.722025,study_reward
PAY302840,P100404,SUB203217,1.0,2024-12-09 12:19:30.302507,study_reward
PAY302841,P102169,SUB203218,2.56,2024-12-09 14:34:00.766391,study_reward
PAY302842,P100250,SUB203219,3.21,2024-12-09 14:50:49.677380,study_reward
PAY302843,P101129,SUB203220,2.75,2024-12-09 14:57:31.590452,study_reward
PAY302844,P102450,SUB203221,0.33,2024-12-09 16:51:14.980486,study_reward
PAY302845,P101286,SUB203222,1.77,2024-12-09 17:02:47.784290,study_reward
PAY302846,P102076,SUB203223,9.78,2024-12-09 17:27:32.623214,study_reward
PAY302847,P102793,SUB203224,1.28,2024-12-09 17:30:45.859493,study_reward
PAY302848,P100784,SUB203225,2.54,2024-12-09 18:17:00.791259,study_reward
PAY302849,P101072,SUB203226,3.8,2024-12-09 18:41:57.327102,study_reward
PAY302850,P101850,SUB203227,1.52,2024-12-09 21:48:19.394174,study_reward
PAY302851,P102785,SUB203228,0.33,2024-12-09 22:15:50.029321,study_reward
PAY302852,P100417,SUB203230,2.09,2024-12-09 22:20:19.783555,study_reward
PAY302853,P101010,SUB203232,3.21,2024-12-10 00:24:20.738984,study_reward
PAY302854,P101845,SUB203233,1.47,2024-12-10 02:10:13.885508,study_reward
PAY302855,P102362,SUB203234,2.11,2024-12-10 02:41:44.967570,study_reward
PAY302856,P102807,SUB203236,0.64,2024-12-10 03:49:17.957037,study_reward
PAY302857,P100760,SUB203237,1.74,2024-12-10 04:29:02.000458,study_reward
PAY302858,P102067,SUB203238,2.61,2024-12-10 06:18:42.798694,study_reward
PAY302859,P100687,SUB203239,2.61,2024-12-10 06:28:40.044502,study_reward
PAY302860,P101608,SUB203241,1.08,2024-12-10 08:31:43.436852,study_reward
PAY302861,P102292,SUB203242,2.91,2024-12-10 08:38:12.391490,study_reward
PAY302862,P102174,SUB203243,3.46,2024-12-10 09:51:35.388935,study_reward
PAY302863,P102537,SUB203244,7.8,2024-12-10 11:18:11.943058,study_reward
PAY302864,P100175,SUB203245,2.77,2024-12-10 11:21:41.742141,study_reward
PAY302865,P100916,SUB203246,4.13,2024-12-10 14:22:47.687344,study_reward
PAY302866,P102449,SUB203247,2.09,2024-12-10 17:37:20.068947,study_reward
PAY302867,P102258,SUB203248,2.56,2024-12-10 19:54:32.963582,study_reward
PAY302868,P102810,SUB203249,1.61,2024-12-10 20:53:18.647092,study_reward
PAY302869,P102728,SUB203250,1.28,2024-12-10 21:15:52.181374,study_reward
PAY302870,P102258,SUB203251,2.96,2024-12-10 21:54:32.963582,study_reward
PAY302871,P102108,SUB203252,3.96,2024-12-11 00:12:37.693173,study_reward
PAY302872,P102174,SUB203254,1.28,2024-12-11 02:51:35.388935,study_reward
PAY302873,P102767,SUB203255,2.72,2024-12-11 03:15:07.721749,study_reward
PAY302874,P102095,,2.5,2024-12-11 03:43:42.000000,referral_bonus
PAY302875,P102880,SUB203256,1.76,2024-12-11 03:49:08.291233,study_reward
PAY302876,P100184,SUB203257,3.84,2024-12-11 05:39:17.603748,study_reward
PAY302877,P101631,SUB203260,3.05,2024-12-11 09:24:18.650926,study_reward
PAY302878,P102537,SUB203261,0.85,2024-12-11 10:18:11.943058,study_reward
PAY302879,P102391,SUB203262,0.86,2024-12-11 11:30:21.363214,study_reward
PAY302880,P102102,SUB203263,5.78,2024-12-11 13:29:53.581426,study_reward
PAY302881,P101530,SUB203264,1.32,2024-12-11 14:12:51.787348,study_reward
PAY302882,P102229,SUB203266,1.47,2024-12-11 16:12:39.250004,study_reward
PAY302883,P101862,SUB203268,2.82,2024-12-11 20:07:05.904687,study_reward
PAY302884,P102291,SUB203269,4.22,2024-12-11 20:53:19.688739,study_reward
PAY302885,P100180,SUB203270,1.68,2024-12-11 21:28:15.560223,study_reward
PAY302886,P101118,SUB203271,2.77,2024-12-11 21:51:10.684797,study_reward
PAY302887,P100975,SUB203272,5.29,2024-12-11 23:35:17.896481,study_reward
PAY302888,P101340,SUB203273,1.83,2024-12-12 01:01:24.612005,study_reward
PAY302889,P101850,SUB203274,4.57,2024-12-12 01:48:19.394174,study_reward
PAY302890,P102323,SUB203275,2.77,2024-12-12 03:18:29.084577,study_reward
PAY302891,P101276,SUB203276,2.56,2024-12-12 04:11:07.674197,study_reward
PAY302892,P100022,SUB203277,1.37,2024-12-12 05:40:24.273709,study_reward
PAY302893,P101678,SUB203278,2.11,2024-12-12 08:03:53.722025,study_reward
PAY302894,P102450,SUB203279,1.92,2024-12-12 11:51:14.980486,study_reward
PAY302895,P100801,SUB203280,2.96,2024-12-12 12:21:41.704462,study_reward
PAY302896,P102449,SUB203281,2.75,2024-12-12 14:37:20.068947,study_reward
PAY302897,P100539,SUB203282,3.62,2024-12-12 15:58:39.812912,study_reward
PAY302898,P101394,SUB203283,1.89,2024-12-12 17:39:44.216382,study_reward
PAY302899,P102557,SUB203284,1.05,2024-12-12 19:48:17.818998,study_reward
PAY302900,P101601,SUB203285,1.98,2024-12-12 20:10:25.063948,study_reward
PAY302901,P100880,SUB203286,1.67,2024-12-12 20:18:29.430743,study_reward
PAY302902,P102291,SUB203287,2.02,2024-12-12 23:53:19.688739,study_reward
PAY302903,P100690,SUB203288,10.53,2024-12-13 01:17:32.619972,study_reward
PAY302904,P101690,SUB203289,1.75,2024-12-13 01:53:19.391737,study_reward
PAY302905,P102728,SUB203290,6.05,2024-12-13 02:15:52.181374,study_reward
PAY302906,P100975,SUB203291,0.8,2024-12-13 03:35:17.896481,study_reward
PAY302907,P102939,,10.0,2024-12-13 03:43:48.000000,referral_bonus
PAY302908,P102391,SUB203292,2.25,2024-12-13 05:30:21.363214,study_reward
PAY302909,P100269,SUB203293,0.77,2024-12-13 07:02:21.109742,study_reward
PAY302910,P100202,SUB203294,7.62,2024-12-13 07:22:20.134729,study_reward
PAY302911,P101678,SUB203295,5.65,2024-12-13 09:03:53.722025,study_reward
PAY302912,P100916,SUB203296,3.29,2024-12-13 09:22:47.687344,study_reward
PAY302913,P101847,SUB203297,1.83,2024-12-13 11:28:12.847321,study_reward
PAY302914,P100895,SUB203298,3.84,2024-12-13 12:02:59.956389,study_reward
PAY302915,P100022,SUB203299,6.95,2024-12-13 15:40:24.273709,study_reward
PAY302916,P102753,SUB203300,2.3,2024-12-13 16:30:34.371813,study_reward
PAY302917,P102669,SUB203301,6.95,2024-12-13 17:34:46.795358,study_reward
PAY302918,P102229,SUB203302,1.23,2024-12-13 18:12:39.250004,study_reward
PAY302919,P100329,SUB203303,1.9,2024-12-13 20:22:47.454170,study_reward
PAY302920,P101845,SUB203304,4.12,2024-12-13 22:10:13.885508,study_reward
PAY302921,P102879,SUB203305,1.46,2024-12-13 22:46:13.775568,study_reward
PAY302922,P101008,SUB203306,2.06,2024-12-13 22:55:06.591931,study_reward
PAY302923,P100916,SUB203307,1.56,2024-12-13 23:22:47.687344,study_reward
PAY302924,P102291,SUB203308,2.1,2024-12-13 23:53:19.688739,study_reward
PAY302925,P101596,SUB203309,2.25,2024-12-14 00:46:25.737073,study_reward
PAY302926,P102574,SUB203310,1.83,2024-12-14 01:17:33.603340,study_reward
PAY302927,P101608,SUB203311,7.63,2024-12-14 01:31:43.436852,study_reward
PAY302928,P101474,SUB203312,0.85,2024-12-14 01:46:37.512746,study_reward
PAY302929,P100158,SUB203313,2.91,2024-12-14 02:11:33.880967,study_reward
PAY302930,P102879,SUB203314,3.29,2024-12-14 03:46:13.775568,study_reward
PAY302931,P102223,SUB203315,0.44,2024-12-14 05:39:58.804614,study_reward
PAY302932,P102316,SUB203316,2.39,2024-12-14 06:06:03.873399,study_reward
PAY302933,P101525,SUB203317,1.9,2024-12-14 07:08:13.367203,study_reward
PAY302934,P100690,SUB203318,6.05,2024-12-14 08:17:32.619972,study_reward
PAY302935,P101276,SUB203319,1.35,2024-12-14 14:11:07.674197,study_reward
PAY302936,P102376,SUB203321,1.17,2024-12-14 17:01:34.409845,study_reward
PAY302937,P101181,SUB203323,1.13,2024-12-14 17:20:38.307143,study_reward
PAY302938,P102323,SUB203325,1.46,2024-12-14 18:18:29.084577,study_reward
PAY302939,P102832,SUB203327,3.96,2024-12-14 19:39:42.681837,study_reward
PAY302940,P100128,SUB203328,2.54,2024-12-14 20:07:26.265763,study_reward
PAY302941,P101845,SUB203329,2.91,2024-12-14 20:10:13.885508,study_reward
PAY302942,P101340,SUB203330,1.34,2024-12-14 21:01:24.612005,study_reward
PAY302943,P101262,SUB203331,2.72,2024-12-14 21:35:16.844124,study_reward
PAY302944,P102596,SUB203332,1.7,2024-12-14 22:03:33.885342,study_reward
PAY302945,P100417,SUB203333,2.1,2024-12-14 23:20:19.783555,study_reward
PAY302946,P100180,SUB203334,2.82,2024-12-14 23:28:15.560223,study_reward
PAY302947,P101690,SUB203335,5.45,2024-12-15 00:53:19.391737,study_reward
PAY302948,P102767,SUB203336,3.47,2024-12-15 07:15:07.721749,study_reward
PAY302949,P102076,SUB203337,2.26,2024-12-15 07:27:32.623214,study_reward
PAY302950,P102914,SUB203339,1.89,2024-12-15 07:34:05.746353,study_reward
PAY302951,P100854,SUB203341,0.77,2024-12-15 08:45:19.299129,study_reward
PAY302952,P102066,SUB203342,2.46,2024-12-15 09:05:55.579005,study_reward
PAY302953,P100687,SUB203343,1.75,2024-12-15 09:28:40.044502,study_reward
PAY302954,P101845,SUB203344,6.16,2024-12-15 12:10:13.885508,study_reward
PAY302955,P101561,SUB203345,1.19,2024-12-15 12:21:25.764288,study_reward
PAY302956,P101394,SUB203346,1.9,2024-12-15 12:39:44.216382,study_reward
PAY302957,P100979,,10.0,2024-12-15 15:04:07.000000,referral_bonus
PAY302958,P101608,SUB203347,2.96,2024-12-15 16:31:43.436852,study_reward
PAY302959,P100801,SUB203348,6.05,2024-12-15 17:21:41.704462,study_reward
PAY302960,P101614,SUB203349,1.99,2024-12-15 17:51:42.877811,study_reward
PAY302961,P102362,SUB203350,1.0,2024-12-15 18:41:44.967570,study_reward
PAY302962,P102807,SUB203351,0.44,2024-12-15 21:49:17.957037,study_reward
PAY302963,P100180,SUB203352,0.64,2024-12-15 22:28:15.560223,study_reward
PAY302964,P102740,SUB203353,7.89,2024-12-16 00:11:34.998927,study_reward
PAY302965,P101378,SUB203354,2.31,2024-12-16 00:26:27.825286,study_reward
PAY302966,P100819,SUB203356,2.14,2024-12-16 01:11:22.451224,study_reward
PAY302967,P100784,SUB203357,2.82,2024-12-16 01:17:00.791259,study_reward
PAY302968,P100066,SUB203358,4.72,2024-12-16 04:58:33.438206,study_reward
PAY302969,P101181,SUB203359,4.57,2024-12-16 05:20:38.307143,study_reward
PAY302970,P100643,SUB203360,2.13,2024-12-16 06:06:12.877962,study_reward
PAY302971,P102572,SUB203362,3.21,2024-12-16 10:51:14.230357,study_reward
PAY302972,P100964,SUB203363,1.91,2024-12-16 10:52:57.606661,study_reward
PAY302973,P100141,SUB203364,4.16,2024-12-16 11:14:18.586296,study_reward
PAY302974,P100281,SUB203365,2.82,2024-12-16 12:07:19.576028,study_reward
PAY302975,P102537,SUB203366,1.47,2024-12-16 12:18:11.943058,study_reward
PAY302976,P100250,SUB203367,0.33,2024-12-16 12:50:49.677380,study_reward
PAY302977,P102016,SUB203368,1.75,2024-12-16 13:09:33.608229,study_reward
PAY302978,P102652,SUB203369,9.33,2024-12-16 13:35:09.147372,study_reward
PAY302979,P101133,SUB203370,3.08,2024-12-16 13:54:54.494792,study_reward
PAY302980,P102169,SUB203371,3.5,2024-12-16 14:34:00.766391,study_reward
PAY302981,P100175,SUB203372,6.95,2024-12-16 15:21:41.742141,study_reward
PAY302982,P102391,SUB203373,3.32,2024-12-16 15:30:21.363214,study_reward
PAY302983,P100224,SUB203374,1.17,2024-12-16 16:17:37.325626,study_reward
PAY302984,P102532,SUB203376,7.54,2024-12-16 17:16:58.842903,study_reward
PAY302985,P100386,SUB203377,3.1,2024-12-16 17:52:24.198265,study_reward
PAY302986,P101525,SUB203378,1.35,2024-12-16 18:08:13.367203,study_reward
PAY302987,P102323,SUB203379,3.47,2024-12-16 18:18:29.084577,study_reward
PAY302988,P102572,SUB203380,1.08,2024-12-16 19:51:14.230357,study_reward
PAY302989,P101847,SUB203382,1.08,2024-12-16 23:28:12.847321,study_reward
PAY302990,P101068,SUB203383,3.05,2024-12-16 23:56:11.559144,study_reward
PAY302991,P100879,SUB203384,1.35,2024-12-17 04:15:26.506499,study_reward
PAY302992,P100023,SUB203385,7.62,2024-12-17 05:55:33.503424,study_reward
PAY302993,P101219,SUB203386,6.67,2024-12-17 08:15:08.852858,study_reward
PAY302994,P100687,SUB203388,1.56,2024-12-17 09:28:40.044502,study_reward
PAY302995,P102549,SUB203390,2.08,2024-12-17 14:13:02.904717,study_reward
PAY302996,P101652,SUB203391,1.08,2024-12-17 14:17:39.250030,study_reward
PAY302997,P100253,SUB203392,1.83,2024-12-17 15:05:16.459681,study_reward
PAY302998,P101525,SUB203393,0.91,2024-12-17 16:08:13.367203,study_reward
PAY302999,P100019,SUB203394,2.39,2024-12-17 16:15:00.452941,study_reward
PAY303000,P101651,SUB203395,4.18,2024-12-17 17:45:31.708634,study_reward
PAY303001,P100443,SUB203396,4.91,2024-12-17 20:00:28.658566,study_reward
PAY303002,P100852,SUB203398,2.24,2024-12-17 21:50:38.024849,study_reward
PAY303003,P100934,SUB203399,1.99,2024-12-17 22:17:52.310304,study_reward
PAY303004,P101068,SUB203400,5.02,2024-12-17 23:56:11.559144,study_reward
PAY303005,P100975,SUB203401,5.45,2024-12-18 00:35:17.896481,study_reward
PAY303006,P100657,SUB203402,5.27,2024-12-18 00:43:38.540436,study_reward
PAY303007,P102076,SUB203403,7.89,2024-12-18 01:27:32.623214,study_reward
PAY303008,P100569,SUB203404,3.8,2024-12-18 01:45:57.343327,study_reward
PAY303009,P100784,SUB203405,3.44,2024-12-18 02:17:00.791259,study_reward
PAY303010,P101070,SUB203406,1.56,2024-12-18 02:21:31.500126,study_reward
PAY303011,P101188,SUB203407,1.19,2024-12-18 03:23:12.402576,study_reward
PAY303012,P100687,SUB203408,3.47,2024-12-18 03:28:40.044502,study_reward
PAY303013,P102105,SUB203409,3.1,2024-12-18 04:23:28.625488,study_reward
PAY303014,P100329,SUB203411,5.78,2024-12-18 06:22:47.454170,study_reward
PAY303015,P102102,SUB203412,1.91,2024-12-18 07:29:53.581426,study_reward
PAY303016,P102652,SUB203414,4.16,2024-12-18 10:35:09.147372,study_reward
