event_id,participant_id,event_type,event_timestamp
EVT408635,P102102,login,2024-11-06 02:07:05.231495
EVT408636,P102833,login,2024-11-06 02:50:19.155623
EVT408637,P100726,app_open,2024-11-06 04:23:22.880689
EVT408638,P100726,profile_update,2024-11-06 04:42:26.832993
EVT408639,P102102,profile_update,2024-11-06 05:35:14.346819
EVT408640,P101340,app_open,2024-11-06 05:52:11.453261
EVT408641,P102268,notification_click,2024-11-06 06:32:02.685596
EVT408642,P101441,app_open,2024-11-06 07:12:19.474334
EVT408643,P101008,login,2024-11-06 07:30:05.270601
EVT408644,P102291,app_open,2024-11-06 07:34:31.286897
EVT408645,P102879,login,2024-11-06 08:46:13.775568
EVT408646,P102222,login,2024-11-06 09:16:59.236423
EVT408647,P101219,app_open,2024-11-06 09:23:51.018028
EVT408648,P101219,browse_studies,2024-11-06 09:24:10.134689
EVT408649,P100576,login,2024-11-06 09:29:19.654622
EVT408650,P101596,browse_studies,2024-11-06 09:54:58.129639
EVT408651,P102025,notification_click,2024-11-06 10:03:01.563060
EVT408652,P102102,login,2024-11-06 11:07:42.690477
EVT408653,P102981,profile_update,2024-11-06 12:31:14.630703
EVT408654,P102292,login,2024-11-06 12:38:12.391490
EVT408655,P101997,profile_update,2024-11-06 13:13:11.110481
EVT408656,P102292,notification_click,2024-11-06 13:35:25.889004
EVT408657,P102292,browse_studies,2024-11-06 13:41:34.319107
EVT408658,P101778,browse_studies,2024-11-06 14:01:02.902105
EVT408659,P100885,app_open,2024-11-06 14:38:21.724076
EVT408660,P101156,login,2024-11-06 14:47:51.147785
EVT408661,P100184,browse_studies,2024-11-06 15:10:08.596523
EVT408662,P100776,login,2024-11-06 15:16:15.308794
EVT408663,P100687,login,2024-11-06 15:28:40.044502
EVT408664,P102833,browse_studies,2024-11-06 16:03:50.726670
EVT408665,P102004,app_open,2024-11-06 16:26:35.342264
EVT408666,P101156,notification_click,2024-11-06 16:26:52.903538
EVT408667,P100297,browse_studies,2024-11-06 16:31:29.738956
EVT408668,P101095,login,2024-11-06 17:46:34.883893
EVT408669,P100776,app_open,2024-11-06 18:22:02.153201
EVT408670,P101156,app_open,2024-11-06 20:06:18.192998
EVT408671,P102833,app_open,2024-11-06 20:38:07.136138
EVT408672,P102004,login,2024-11-06 20:44:54.195967
EVT408673,P101369,app_open,2024-11-06 21:03:55.921429
EVT408674,P102004,login,2024-11-06 21:43:17.010823
EVT408675,P100926,browse_studies,2024-11-06 21:53:19.242962
EVT408676,P101493,browse_studies,2024-11-06 21:55:34.260993
EVT408677,P102833,app_open,2024-11-06 23:34:31.968859
EVT408678,P101219,browse_studies,2024-11-06 23:41:28.776189
EVT408679,P102807,login,2024-11-07 00:22:13.672308
EVT408680,P102268,browse_studies,2024-11-07 02:07:38.957039
EVT408681,P102004,browse_studies,2024-11-07 02:18:40.126474
EVT408682,P101997,login,2024-11-07 02:55:45.280561
EVT408683,P100131,login,2024-11-07 03:27:51.352651
EVT408684,P100184,login,2024-11-07 03:39:17.603748
EVT408685,P101046,login,2024-11-07 03:57:50.608270
EVT408686,P100885,login,2024-11-07 05:48:02.142018
EVT408687,P101295,browse_studies,2024-11-07 05:48:56.029448
EVT408688,P101790,browse_studies,2024-11-07 05:55:34.716483
EVT408689,P101514,notification_click,2024-11-07 06:16:28.086787
EVT408690,P101514,login,2024-11-07 06:33:33.385242
EVT408691,P101561,login,2024-11-07 07:21:25.764288
EVT408692,P102807,login,2024-11-07 07:49:17.957037
EVT408693,P101008,login,2024-11-07 07:55:27.915727
EVT408694,P101596,browse_studies,2024-11-07 08:12:22.154968
EVT408695,P102833,login,2024-11-07 09:08:10.233362
EVT408696,P100013,notification_click,2024-11-07 09:17:39.827420
EVT408697,P101295,login,2024-11-07 09:47:41.272075
EVT408698,P100926,notification_click,2024-11-07 09:50:09.866417
EVT408699,P102728,browse_studies,2024-11-07 10:54:56.238791
EVT408700,P100926,login,2024-11-07 11:17:37.029989
EVT408701,P102268,login,2024-11-07 11:32:56.464215
EVT408702,P102102,browse_studies,2024-11-07 12:12:32.638534
EVT408703,P101219,login,2024-11-07 12:15:08.852858
EVT408704,P101493,profile_update,2024-11-07 12:25:04.236442
EVT408705,P101008,login,2024-11-07 12:55:06.591931
EVT408706,P100776,app_open,2024-11-07 13:04:18.785340
EVT408707,P102658,login,2024-11-07 13:27:19.422832
EVT408708,P100885,login,2024-11-07 13:29:53.379004
EVT408709,P101441,browse_studies,2024-11-07 13:33:16.493192
EVT408710,P101156,browse_studies,2024-11-07 13:34:57.605513
EVT408711,P100926,app_open,2024-11-07 14:19:22.927019
EVT408712,P102268,app_open,2024-11-07 15:12:34.390551
EVT408713,P101514,app_open,2024-11-07 15:29:28.713686
EVT408714,P101514,login,2024-11-07 16:33:33.385242
EVT408715,P102455,login,2024-11-07 17:00:47.301646
EVT408716,P101514,notification_click,2024-11-07 17:19:13.519637
EVT408717,P101008,notification_click,2024-11-07 17:29:55.358133
EVT408718,P100131,login,2024-11-07 18:27:51.352651
EVT408719,P102537,login,2024-11-07 19:33:36.301078
EVT408720,P101997,profile_update,2024-11-07 19:49:22.807844
EVT408721,P102537,login,2024-11-07 20:05:05.767832
EVT408722,P100726,app_open,2024-11-07 20:52:44.580107
EVT408723,P102066,login,2024-11-07 21:05:55.579005
EVT408724,P102879,browse_studies,2024-11-07 21:09:51.515353
EVT408725,P102102,login,2024-11-07 21:21:27.621179
EVT408726,P102420,browse_studies,2024-11-07 22:09:33.923927
EVT408727,P101514,browse_studies,2024-11-07 23:28:04.814841
EVT408728,P102268,app_open,2024-11-07 23:37:34.609867
EVT408729,P101997,browse_studies,2024-11-08 00:08:31.886752
EVT408730,P102102,login,2024-11-08 01:29:53.581426
EVT408731,P101369,login,2024-11-08 01:35:19.515166
EVT408732,P100117,browse_studies,2024-11-08 02:09:57.780348
EVT408733,P100131,app_open,2024-11-08 02:35:48.158296
EVT408734,P102201,login,2024-11-08 03:55:07.248462
EVT408735,P101156,app_open,2024-11-08 04:21:01.446708
EVT408736,P101514,app_open,2024-11-08 04:46:55.981904
EVT408737,P101156,login,2024-11-08 04:47:51.147785
EVT408738,P101514,browse_studies,2024-11-08 04:56:25.050233
EVT408739,P101778,app_open,2024-11-08 04:58:32.168740
EVT408740,P101514,login,2024-11-08 05:33:33.385242
EVT408741,P102174,login,2024-11-08 06:01:55.230567
EVT408742,P102537,login,2024-11-08 06:18:11.943058
EVT408743,P101374,login,2024-11-08 06:21:46.204053
EVT408744,P101778,browse_studies,2024-11-08 06:45:16.617441
EVT408745,P102222,login,2024-11-08 06:58:59.591277
EVT408746,P102067,login,2024-11-08 07:57:54.668761
EVT408747,P102859,login,2024-11-08 08:41:19.694172
EVT408748,P102102,login,2024-11-08 09:29:53.581426
EVT408749,P100726,login,2024-11-08 09:34:27.086381
EVT408750,P101265,notification_click,2024-11-08 10:17:27.301227
EVT408751,P102201,login,2024-11-08 10:28:20.865154
EVT408752,P102879,login,2024-11-08 10:53:32.760687
EVT408753,P101156,notification_click,2024-11-08 11:03:08.869701
EVT408754,P102102,app_open,2024-11-08 11:03:27.810547
EVT408755,P101156,app_open,2024-11-08 11:46:12.537646
EVT408756,P101133,profile_update,2024-11-08 11:48:20.194158
EVT408757,P101256,browse_studies,2024-11-08 12:01:25.195690
EVT408758,P100926,login,2024-11-08 12:09:09.657025
EVT408759,P102102,login,2024-11-08 12:29:53.581426
EVT408760,P102779,login,2024-11-08 12:34:02.963682
EVT408761,P100687,app_open,2024-11-08 13:13:34.366841
EVT408762,P102306,login,2024-11-08 13:19:52.683359
EVT408763,P102741,browse_studies,2024-11-08 13:44:09.254788
EVT408764,P101008,notification_click,2024-11-08 13:49:22.086946
EVT408765,P100515,browse_studies,2024-11-08 14:00:46.020150
EVT408766,P100224,browse_studies,2024-11-08 14:35:31.520637
EVT408767,P100158,browse_studies,2024-11-08 15:17:03.748151
EVT408768,P100885,app_open,2024-11-08 15:30:07.643419
EVT408769,P102741,profile_update,2024-11-08 16:25:42.945429
EVT408770,P101778,app_open,2024-11-08 16:28:38.958114
EVT408771,P101374,app_open,2024-11-08 17:04:40.876171
EVT408772,P100368,browse_studies,2024-11-08 17:31:24.461418
EVT408773,P101778,login,2024-11-08 19:20:30.783901
EVT408774,P101010,login,2024-11-08 19:24:20.738984
EVT408775,P101008,notification_click,2024-11-08 19:57:31.925484
EVT408776,P101129,app_open,2024-11-08 20:41:33.786653
EVT408777,P101536,login,2024-11-08 21:09:24.252261
EVT408778,P101678,browse_studies,2024-11-08 21:10:43.516060
EVT408779,P101265,browse_studies,2024-11-08 21:21:34.763213
EVT408780,P101847,login,2024-11-08 21:40:06.270436
EVT408781,P102004,login,2024-11-08 21:41:41.966006
EVT408782,P102025,browse_studies,2024-11-08 22:13:34.094140
EVT408783,P101778,login,2024-11-08 22:20:30.783901
EVT408784,P100117,app_open,2024-11-08 22:22:23.537260
EVT408785,P102755,app_open,2024-11-08 22:34:25.967559
EVT408786,P102596,browse_studies,2024-11-08 23:00:13.520183
EVT408787,P100726,browse_studies,2024-11-09 00:03:19.146399
EVT408788,P102108,browse_studies,2024-11-09 00:26:11.744382
EVT408789,P102832,login,2024-11-09 00:52:56.481448
EVT408790,P102455,app_open,2024-11-09 00:55:07.390248
EVT408791,P101778,login,2024-11-09 01:31:09.817500
EVT408792,P100776,login,2024-11-09 01:48:27.405316
EVT408793,P101514,browse_studies,2024-11-09 01:48:30.227392
EVT408794,P102833,login,2024-11-09 02:08:10.233362
EVT408795,P101493,login,2024-11-09 02:18:31.502131
EVT408796,P100117,app_open,2024-11-09 02:30:43.888561
EVT408797,P101493,login,2024-11-09 02:30:52.486518
EVT408798,P102868,notification_click,2024-11-09 03:21:30.076759
EVT408799,P102201,browse_studies,2024-11-09 03:25:53.787442
EVT408800,P101374,profile_update,2024-11-09 03:33:08.225447
EVT408801,P100975,browse_studies,2024-11-09 03:46:38.049241
EVT408802,P102190,login,2024-11-09 03:57:56.767916
EVT408803,P101493,login,2024-11-09 04:18:31.502131
EVT408804,P100975,login,2024-11-09 04:35:37.434029
EVT408805,P102981,browse_studies,2024-11-09 04:54:02.863232
EVT408806,P100964,app_open,2024-11-09 04:56:01.483582
EVT408807,P100601,app_open,2024-11-09 05:09:30.548884
EVT408808,P100117,login,2024-11-09 05:11:03.816411
EVT408809,P101561,login,2024-11-09 05:40:56.943447
EVT408810,P102859,login,2024-11-09 06:18:36.864306
EVT408811,P102981,login,2024-11-09 06:38:10.855766
EVT408812,P102981,browse_studies,2024-11-09 06:40:37.000467
EVT408813,P101008,login,2024-11-09 06:55:06.591931
EVT408814,P102174,login,2024-11-09 07:51:35.388935
EVT408815,P101778,browse_studies,2024-11-09 08:20:49.275087
EVT408816,P100387,login,2024-11-09 08:37:10.612955
EVT408817,P100354,app_open,2024-11-09 09:01:43.466048
EVT408818,P100962,login,2024-11-09 09:13:54.273968
EVT408819,P100784,login,2024-11-09 09:17:00.791259
EVT408820,P101778,login,2024-11-09 09:45:53.693420
EVT408821,P102868,login,2024-11-09 10:18:52.357108
EVT408822,P100842,browse_studies,2024-11-09 11:13:54.870467
EVT408823,P102201,login,2024-11-09 11:55:07.248462
EVT408824,P101561,browse_studies,2024-11-09 12:13:49.615142
EVT408825,P102833,browse_studies,2024-11-09 12:48:48.851843
EVT408826,P100866,browse_studies,2024-11-09 13:11:39.307752
EVT408827,P102709,browse_studies,2024-11-09 13:15:41.706556
EVT408828,P102741,browse_studies,2024-11-09 13:18:03.127433
EVT408829,P102004,profile_update,2024-11-09 13:44:08.069749
EVT408830,P100926,login,2024-11-09 14:06:35.733080
EVT408831,P100726,login,2024-11-09 14:34:27.086381
EVT408832,P100726,browse_studies,2024-11-09 14:40:33.786017
EVT408833,P102807,browse_studies,2024-11-09 14:41:06.105164
EVT408834,P102807,login,2024-11-09 14:49:17.957037
EVT408835,P101678,login,2024-11-09 15:48:08.186551
EVT408836,P102832,login,2024-11-09 16:16:52.072557
EVT408837,P100297,login,2024-11-09 16:41:53.081913
EVT408838,P101493,login,2024-11-09 16:51:56.606084
EVT408839,P102004,app_open,2024-11-09 17:03:14.303436
EVT408840,P102741,notification_click,2024-11-09 17:15:44.939930
EVT408841,P102741,login,2024-11-09 17:41:28.807531
EVT408842,P100387,login,2024-11-09 18:08:06.348225
EVT408843,P102174,notification_click,2024-11-09 18:34:08.664034
EVT408844,P101778,login,2024-11-09 19:04:05.817002
EVT408845,P100601,login,2024-11-09 20:15:39.431886
EVT408846,P100852,notification_click,2024-11-09 20:27:27.982386
EVT408847,P101678,browse_studies,2024-11-09 20:29:14.540876
EVT408848,P102833,notification_click,2024-11-09 20:36:15.663144
EVT408849,P102537,login,2024-11-09 20:50:50.351199
EVT408850,P100975,app_open,2024-11-09 21:19:02.858633
EVT408851,P100879,browse_studies,2024-11-09 21:54:23.394711
EVT408852,P101608,login,2024-11-09 23:13:55.119014
EVT408853,P100224,login,2024-11-09 23:17:37.325626
EVT408854,P102940,app_open,2024-11-09 23:31:20.169385
EVT408855,P102574,login,2024-11-10 00:17:33.603340
EVT408856,P101133,login,2024-11-10 00:54:54.494792
EVT408857,P101133,browse_studies,2024-11-10 01:16:35.337376
EVT408858,P101596,login,2024-11-10 01:46:25.737073
EVT408859,P101652,notification_click,2024-11-10 02:27:25.025136
EVT408860,P101265,login,2024-11-10 02:35:24.387082
EVT408861,P102868,browse_studies,2024-11-10 02:51:34.841885
EVT408862,P101129,login,2024-11-10 02:57:31.590452
EVT408863,P101829,notification_click,2024-11-10 03:51:37.440558
EVT408864,P100784,browse_studies,2024-11-10 04:48:43.710475
EVT408865,P102201,browse_studies,2024-11-10 05:09:36.049769
EVT408866,P100871,login,2024-11-10 05:18:48.846147
EVT408867,P101493,notification_click,2024-11-10 05:36:11.122976
EVT408868,P102174,browse_studies,2024-11-10 06:32:34.118944
EVT408869,P100515,login,2024-11-10 07:31:13.694397
EVT408870,P101526,login,2024-11-10 08:05:16.758119
EVT408871,P102537,browse_studies,2024-11-10 09:36:34.715133
EVT408872,P100669,login,2024-11-10 10:02:11.431508
EVT408873,P102779,browse_studies,2024-11-10 10:23:28.405584
EVT408874,P101526,browse_studies,2024-11-10 10:25:27.613820
EVT408875,P101608,login,2024-11-10 10:32:50.354837
EVT408876,P100601,app_open,2024-11-10 11:19:17.940714
EVT408877,P100992,app_open,2024-11-10 11:22:33.030666
EVT408878,P102914,login,2024-11-10 11:34:05.746353
EVT408879,P100871,profile_update,2024-11-10 11:43:18.762691
EVT408880,P101458,login,2024-11-10 11:49:27.463267
EVT408881,P100601,browse_studies,2024-11-10 13:07:08.481488
EVT408882,P101493,browse_studies,2024-11-10 13:39:45.695853
EVT408883,P100992,login,2024-11-10 13:49:51.105326
EVT408884,P101678,notification_click,2024-11-10 15:19:27.326145
EVT408885,P100975,login,2024-11-10 15:35:17.896481
EVT408886,P101010,browse_studies,2024-11-10 15:36:11.494325
EVT408887,P101596,login,2024-11-10 15:46:25.737073
EVT408888,P101265,login,2024-11-10 16:03:29.006560
EVT408889,P100975,browse_studies,2024-11-10 16:26:22.915555
EVT408890,P101608,login,2024-11-10 16:31:43.436852
EVT408891,P101458,login,2024-11-10 16:58:19.747721
EVT408892,P100224,app_open,2024-11-10 17:03:24.389464
EVT408893,P101678,login,2024-11-10 17:03:53.722025
EVT408894,P102940,app_open,2024-11-10 17:11:59.497836
EVT408895,P101608,browse_studies,2024-11-10 17:19:57.970473
EVT408896,P101265,login,2024-11-10 17:29:46.702118
EVT408897,P100579,browse_studies,2024-11-10 17:56:44.367847
EVT408898,P100158,browse_studies,2024-11-10 18:37:10.874938
EVT408899,P101008,browse_studies,2024-11-10 18:44:34.231427
EVT408900,P101369,browse_studies,2024-11-10 18:44:38.047927
EVT408901,P101678,browse_studies,2024-11-10 18:57:32.895180
EVT408902,P101493,notification_click,2024-11-10 20:20:26.754535
EVT408903,P101790,login,2024-11-10 20:23:36.319670
EVT408904,P100852,login,2024-11-10 20:48:43.897536
EVT408905,P101608,app_open,2024-11-10 21:08:42.179700
EVT408906,P100579,browse_studies,2024-11-10 21:19:32.262882
EVT408907,P102833,browse_studies,2024-11-10 21:31:03.721697
EVT408908,P102832,login,2024-11-10 21:39:42.681837
EVT408909,P100908,browse_studies,2024-11-10 21:44:00.310344
EVT408910,P102596,login,2024-11-10 22:03:33.885342
EVT408911,P101525,notification_click,2024-11-10 22:16:18.093611
EVT408912,P102833,login,2024-11-10 22:42:40.933630
EVT408913,P101493,login,2024-11-10 22:46:42.145426
EVT408914,P100579,app_open,2024-11-10 22:52:28.431579
EVT408915,P102940,login,2024-11-10 22:58:39.537366
EVT408916,P102832,login,2024-11-10 23:39:42.681837
EVT408917,P102833,app_open,2024-11-11 00:06:29.650743
EVT408918,P101847,login,2024-11-11 00:28:12.847321
EVT408919,P102190,browse_studies,2024-11-11 00:50:55.688253
EVT408920,P100297,login,2024-11-11 00:59:32.896357
EVT408921,P102940,browse_studies,2024-11-11 01:43:50.778108
EVT408922,P100409,browse_studies,2024-11-11 02:02:20.677833
EVT408923,P101790,login,2024-11-11 02:05:01.397187
EVT408924,P101219,login,2024-11-11 02:15:08.852858
EVT408925,P102832,app_open,2024-11-11 02:18:24.028813
EVT408926,P100975,notification_click,2024-11-11 02:20:28.820005
EVT408927,P102537,login,2024-11-11 03:18:11.943058
EVT408928,P101678,login,2024-11-11 03:21:40.595185
EVT408929,P100926,browse_studies,2024-11-11 03:38:46.412343
EVT408930,P102537,app_open,2024-11-11 04:00:02.400873
EVT408931,P101678,login,2024-11-11 04:03:53.722025
EVT408932,P100589,notification_click,2024-11-11 04:06:23.886402
EVT408933,P100297,login,2024-11-11 05:13:50.671432
EVT408934,P100601,app_open,2024-11-11 05:39:36.240833
EVT408935,P100866,login,2024-11-11 06:00:17.158213
EVT408936,P101340,browse_studies,2024-11-11 06:17:41.797096
EVT408937,P102201,notification_click,2024-11-11 07:00:51.670189
EVT408938,P100158,login,2024-11-11 08:16:45.803750
EVT408939,P100926,login,2024-11-11 08:17:37.029989
EVT408940,P100975,login,2024-11-11 08:35:17.896481
EVT408941,P100579,browse_studies,2024-11-11 09:09:55.565367
EVT408942,P101753,app_open,2024-11-11 09:43:04.346708
EVT408943,P102298,login,2024-11-11 09:56:05.564878
EVT408944,P101778,browse_studies,2024-11-11 10:16:00.275526
EVT408945,P100879,browse_studies,2024-11-11 10:19:34.156280
EVT408946,P102450,login,2024-11-11 10:30:27.853634
EVT408947,P101265,login,2024-11-11 11:35:24.387082
EVT408948,P100975,app_open,2024-11-11 11:54:58.055854
EVT408949,P102833,login,2024-11-11 12:08:10.233362
EVT408950,P101525,login,2024-11-11 12:08:13.367203
EVT408951,P100409,browse_studies,2024-11-11 12:17:35.534850
EVT408952,P100110,browse_studies,2024-11-11 12:20:19.945706
EVT408953,P100589,login,2024-11-11 12:54:41.612919
EVT408954,P100579,login,2024-11-11 13:01:34.986214
EVT408955,P100879,login,2024-11-11 13:15:26.506499
EVT408956,P100387,login,2024-11-11 13:37:10.612955
EVT408957,P101265,app_open,2024-11-11 13:38:03.046016
EVT408958,P100387,app_open,2024-11-11 13:57:14.432924
EVT408959,P102833,login,2024-11-11 14:08:10.233362
EVT408960,P100175,app_open,2024-11-11 14:36:02.263009
EVT408961,P100297,login,2024-11-11 14:56:10.292639
EVT408962,P102832,app_open,2024-11-11 15:04:45.391596
EVT408963,P100601,login,2024-11-11 15:15:39.431886
EVT408964,P102574,profile_update,2024-11-11 15:32:20.376148
EVT408965,P102833,login,2024-11-11 16:08:10.233362
EVT408966,P102201,browse_studies,2024-11-11 17:12:41.015252
EVT408967,P102537,login,2024-11-11 17:18:11.943058
EVT408968,P101493,login,2024-11-11 17:18:31.502131
EVT408969,P100110,login,2024-11-11 17:20:00.863141
EVT408970,P100908,profile_update,2024-11-11 17:50:33.742865
EVT408971,P100409,login,2024-11-11 18:40:04.382716
EVT408972,P100992,browse_studies,2024-11-11 18:48:31.723344
EVT408973,P100387,login,2024-11-11 19:54:19.104749
EVT408974,P100049,browse_studies,2024-11-11 20:14:49.375484
EVT408975,P102316,app_open,2024-11-11 21:14:56.733641
EVT408976,P102025,login,2024-11-11 21:25:45.692070
EVT408977,P101652,login,2024-11-11 21:33:51.393265
EVT408978,P100852,login,2024-11-11 21:50:38.024849
EVT408979,P100128,login,2024-11-11 22:07:26.265763
EVT408980,P101790,login,2024-11-11 22:52:07.028919
EVT408981,P101753,login,2024-11-11 23:08:50.576681
EVT408982,P101790,browse_studies,2024-11-11 23:11:59.693319
EVT408983,P101652,login,2024-11-11 23:17:39.250030
EVT408984,P102025,browse_studies,2024-11-11 23:37:52.017868
EVT408985,P101434,login,2024-11-12 00:10:36.350794
EVT408986,P100158,login,2024-11-12 00:11:33.880967
EVT408987,P102747,login,2024-11-12 00:31:38.749638
EVT408988,P102537,login,2024-11-12 00:32:56.470790
EVT408989,P100579,login,2024-11-12 01:32:52.551535
EVT408990,P100975,notification_click,2024-11-12 01:51:34.777956
EVT408991,P101265,login,2024-11-12 02:00:48.525495
EVT408992,P102868,browse_studies,2024-11-12 02:21:44.597670
EVT408993,P100601,browse_studies,2024-11-12 02:54:12.497052
EVT408994,P100908,login,2024-11-12 03:14:17.469458
EVT408995,P101608,login,2024-11-12 03:31:43.436852
EVT408996,P102004,login,2024-11-12 04:44:54.195967
EVT408997,P102833,browse_studies,2024-11-12 05:03:19.873290
EVT408998,P102833,app_open,2024-11-12 05:16:48.586532
EVT408999,P101493,notification_click,2024-11-12 05:39:29.066474
EVT409000,P100297,login,2024-11-12 05:59:32.896357
EVT409001,P101525,notification_click,2024-11-12 06:07:46.523737
EVT409002,P100992,notification_click,2024-11-12 06:22:20.716848
EVT409003,P101936,login,2024-11-12 06:44:55.791113
EVT409004,P101493,login,2024-11-12 07:18:31.502131
EVT409005,P101778,login,2024-11-12 07:20:30.783901
EVT409006,P100975,login,2024-11-12 07:50:50.897635
EVT409007,P101169,app_open,2024-11-12 08:11:25.567889
EVT409008,P100110,profile_update,2024-11-12 08:20:24.089939
EVT409009,P100964,login,2024-11-12 09:14:34.141446
EVT409010,P102537,app_open,2024-11-12 09:15:13.823911
EVT409011,P100158,browse_studies,2024-11-12 09:23:09.212818
EVT409012,P102715,login,2024-11-12 09:27:13.751876
EVT409013,P101652,notification_click,2024-11-12 09:38:05.731388
EVT409014,P100879,login,2024-11-12 09:44:31.271098
EVT409015,P102832,browse_studies,2024-11-12 09:48:09.251650
EVT409016,P102004,app_open,2024-11-12 09:58:09.464585
EVT409017,P100110,browse_studies,2024-11-12 11:03:17.373793
EVT409018,P101493,notification_click,2024-11-12 12:06:10.937629
EVT409019,P102455,profile_update,2024-11-12 12:26:19.697679
EVT409020,P101753,login,2024-11-12 13:25:09.153126
EVT409021,P100297,app_open,2024-11-12 13:35:17.945567
EVT409022,P102025,browse_studies,2024-11-12 14:08:44.058435
EVT409023,P100057,login,2024-11-12 14:11:48.472250
EVT409024,P102832,browse_studies,2024-11-12 14:42:04.809732
EVT409025,P101269,app_open,2024-11-12 15:16:11.103204
EVT409026,P100184,browse_studies,2024-11-12 15:40:41.099289
EVT409027,P101753,app_open,2024-11-12 15:59:55.288312
EVT409028,P102537,login,2024-11-12 16:18:11.943058
EVT409029,P100579,login,2024-11-12 16:50:07.753510
EVT409030,P101753,login,2024-11-12 17:02:12.215549
EVT409031,P100409,app_open,2024-11-12 17:29:23.142730
EVT409032,P100184,login,2024-11-12 18:39:17.603748
EVT409033,P100589,login,2024-11-12 18:54:41.612919
EVT409034,P102291,app_open,2024-11-12 19:04:32.906541
EVT409035,P102292,app_open,2024-11-12 19:14:00.101355
EVT409036,P100926,login,2024-11-12 19:17:37.029989
EVT409037,P101434,app_open,2024-11-12 19:37:07.900015
EVT409038,P101778,login,2024-11-12 20:20:30.783901
EVT409039,P102662,login,2024-11-12 20:38:17.602576
EVT409040,P101778,profile_update,2024-11-12 20:55:00.377830
EVT409041,P101340,login,2024-11-12 21:01:24.612005
EVT409042,P101847,app_open,2024-11-12 21:39:52.067066
EVT409043,P101232,login,2024-11-12 22:11:30.147814
EVT409044,P101753,app_open,2024-11-12 22:29:31.628346
EVT409045,P102181,login,2024-11-12 22:40:09.283314
EVT409046,P101778,browse_studies,2024-11-12 22:45:21.446912
EVT409047,P101678,browse_studies,2024-11-12 22:45:34.860408
EVT409048,P102391,app_open,2024-11-12 22:58:21.179396
EVT409049,P100250,browse_studies,2024-11-12 23:12:57.558223
EVT409050,P102747,login,2024-11-12 23:31:38.749638
EVT409051,P100589,app_open,2024-11-12 23:49:16.488535
EVT409052,P100175,login,2024-11-13 01:42:20.570628
EVT409053,P101525,login,2024-11-13 02:08:13.367203
EVT409054,P101972,login,2024-11-13 02:11:05.093975
EVT409055,P100589,app_open,2024-11-13 02:19:02.192195
EVT409056,P101383,app_open,2024-11-13 03:02:22.485964
EVT409057,P102004,app_open,2024-11-13 03:10:51.225043
EVT409058,P101778,browse_studies,2024-11-13 03:33:10.296645
EVT409059,P100601,login,2024-11-13 03:42:22.896516
EVT409060,P101129,browse_studies,2024-11-13 03:49:41.239237
EVT409061,P102833,browse_studies,2024-11-13 04:09:05.872317
EVT409062,P101269,login,2024-11-13 04:17:02.690787
EVT409063,P100108,browse_studies,2024-11-13 04:38:01.682994
EVT409064,P102174,browse_studies,2024-11-13 04:48:41.623804
EVT409065,P101525,app_open,2024-11-13 04:57:00.264120
EVT409066,P102316,login,2024-11-13 05:06:03.873399
EVT409067,P100175,login,2024-11-13 05:21:41.742141
EVT409068,P100108,app_open,2024-11-13 06:31:40.402329
EVT409069,P101608,login,2024-11-13 07:08:15.364473
EVT409070,P102833,login,2024-11-13 07:42:18.268099
EVT409071,P101493,login,2024-11-13 07:43:01.109246
EVT409072,P101690,login,2024-11-13 07:53:19.391737
EVT409073,P100908,login,2024-11-13 07:53:31.478846
EVT409074,P102537,browse_studies,2024-11-13 08:13:10.575357
EVT409075,P100386,app_open,2024-11-13 10:02:49.523280
EVT409076,P100579,notification_click,2024-11-13 10:23:27.817830
EVT409077,P100601,app_open,2024-11-13 10:58:51.827884
EVT409078,P101850,browse_studies,2024-11-13 11:20:57.359871
EVT409079,P102680,app_open,2024-11-13 11:56:55.217618
EVT409080,P100879,browse_studies,2024-11-13 12:41:59.513557
EVT409081,P100110,login,2024-11-13 13:56:39.326226
EVT409082,P100110,login,2024-11-13 14:03:27.612524
EVT409083,P102821,login,2024-11-13 14:15:13.547037
EVT409084,P102747,login,2024-11-13 14:26:37.251451
EVT409085,P102680,login,2024-11-13 15:40:42.411507
EVT409086,P102998,browse_studies,2024-11-13 15:52:24.463956
EVT409087,P101434,login,2024-11-13 16:25:21.429850
EVT409088,P101265,app_open,2024-11-13 16:26:24.736685
EVT409089,P100387,app_open,2024-11-13 16:33:21.449112
EVT409090,P101850,app_open,2024-11-13 16:48:05.858112
EVT409091,P101269,login,2024-11-13 16:48:29.079483
EVT409092,P100175,login,2024-11-13 16:53:47.793769
EVT409093,P102298,login,2024-11-13 16:56:05.564878
EVT409094,P100916,browse_studies,2024-11-13 17:26:09.533792
EVT409095,P100175,browse_studies,2024-11-13 17:58:04.384121
EVT409096,P100852,profile_update,2024-11-13 17:59:56.845298
EVT409097,P100173,login,2024-11-13 18:34:04.575848
EVT409098,P102821,login,2024-11-13 18:49:44.773835
EVT409099,P100992,login,2024-11-13 18:49:51.105326
EVT409100,P102752,browse_studies,2024-11-13 19:03:26.140569
EVT409101,P100175,login,2024-11-13 19:21:41.742141
EVT409102,P102833,login,2024-11-13 20:04:26.418387
EVT409103,P100589,browse_studies,2024-11-13 20:05:24.726332
EVT409104,P102537,login,2024-11-13 20:18:11.943058
EVT409105,P101129,login,2024-11-13 20:30:35.776980
